"","AA01","AA02","AA03","AA04","AA05","AA06","AA07","AA08","AA09","AA10","AA11","AA12","AA13","AA14","AA15","AA16","AS01","AS02","AS03","AS04","AS05","AS06","AS07","AS08","AS09","AS10","AS11","AS12","AS13","AS14","AS15","AS16"
"DBLa0.18_D2_IGHvar02",0,11.129,58.958,6.787,0,0,42.918,4.18,3.026,1.483,6.563,3.502,0,24.76,4.335,10.233,2.132,1.708,51.834,4.693,19.906,10.757,8.728,37.921,1.973,2.166,4.729,7.38,7.029,1.026,63.073,15.522
"DBLa0.18_D2_IGHvar34",45.045,233.472,28.733,1.154,287.425,0,137.282,17.472,4.832,3.972,1.189,2.005,0,79.838,19.881,0,3.172,13.491,2.013,24.547,19.533,40.287,732.135,0,24,0,4.215,14.721,776.224,6.351,5.294,1.004
"DBLa0.18_D2_IT4var01",0,0,81.041,0,131.879,0,15.857,22.059,6.778,0,21.594,0,0,0,0,0,78.601,0,13.526,0,11.756,0,11.897,0,0,3.017,25.612,8.893,17.076,0,2.234,17.72
"DBLa0.18_D2_IT4var12",0,8.258,140.388,5.019,77.145,0.649,0,0,0,0.5,0,0.91,0,18.319,0,1.026,44.596,9.64,56.396,0,19.608,1.433,14.023,5.099,1.018,0,0.522,6.093,11.998,9.024,9.276,0
"DBLa0.18_D2_IT4var31",1.041,4.99,88.965,0,3.544,4.892,0,0,0,1,23.954,1816.546,0,7.265,0,107.38,3.238,1.003,11.764,3.049,0,7.07,0,0,0,8.095,0,16.274,0,0,4.38,19.122
"DBLa0.18_D2_PF07_0050",3.003,41.839,321.369,67.188,10.525,0,30.177,7.762,29.348,3.044,5.416,0.98,0,12.222,2.002,1.074,316.863,8.064,264.032,0,13.734,10.827,22.174,8.11,0,0,0.644,102.135,6.039,45.526,191.519,1308.612
"DBLa0.18_D2_PFCLINvar06",0,0,326.228,11.083,34.984,2.13,7.158,58.253,12.413,9.006,6.257,1.16,0,6.235,10.574,252.982,5.855,1.003,7.362,24.152,25.62,6.32,9.351,2.452,0,9.493,0,50.945,47.638,10.645,8.536,709.933
"DBLa0.18_D2_PFCLINvar52",4.921,326.751,455.441,31.07,244.365,125.71,25.421,18.165,3.349,0,8.696,34.664,1.001,40.724,3.78,769.758,42.388,5.108,1.154,19.664,13.2,17.593,63.3,2.516,0,1,0,201.436,155.054,21.438,30.938,694.285
"DBLa0.18_D2_PFCLINvar61",0,15.434,112.353,0,4.483,27.623,10.71,26.722,1.852,1,20.041,0,1,0,0,1.12,40.085,1,26.07,3.625,30.666,15.913,6.102,1,0,117.086,0,29.198,7.584,40.809,0,55.293
"DBLa0.18_D2_PFL0020w",53.181,191.03,221.188,15.036,60.935,1.013,175.582,444.658,6.666,6.621,43.676,2.998,7.21,71.686,12.646,71.372,45.97,10.12,203.317,49.344,147.291,31.523,30.786,1,2.978,2.074,12.063,24.189,270.861,35.864,25.122,38.941
"DBLa0.18_D2_RAJ116var33",17.03,0,125.022,20.307,0,2.992,0,49.082,1.321,1,37.258,15.368,0,6.34,0,81.528,11.013,19.084,52.308,156.76,26.884,2.235,19.024,0,0,0,0,3.406,21.356,5.791,114.45,19.715
"DBLa0.18_D2_RAJ116var35",0,0,23.39,32.984,0,1.278,0,0,0,0,0,0,0,23.542,0,0,0,0,28.148,0,0,4.223,1.01,0,0,0,0,0,0,0,62.116,0
"DBLa0.19_D2_DD2var16",23.018,66.134,377.744,63.525,5.581,144.748,47.853,132.039,49.856,120.54,25.307,128.165,0,63.797,3.673,3.73,51.792,166.611,7.026,75.253,98.005,8.059,19.086,0,20.435,423.141,11.203,20.09,113.06,33.704,68.253,108.512
"DBLa0.19_D2_DD2var26",26.274,92.987,161.734,6.167,152.421,7.774,32.051,56.564,1.787,0,13.256,634.204,1.848,55.383,13.713,482.516,121.576,57.893,174.208,87.355,36.302,3.714,78.551,0,0,15.277,4.664,338.873,52.585,1.749,46.473,569.808
"DBLa0.19_D2_HB3var28",45.08,12.482,863.999,108.65,241.795,64.304,35.01,101.198,0,1.986,103.204,40.695,0,53.957,3.512,12.449,53.138,321.14,173.72,107.246,143.786,70.346,84.105,0,8.444,0,9.609,81.441,173.29,25.025,56.962,74.277
"DBLa0.19_D2_ITvar66",7.597,29.299,271.208,53.832,180.629,6.52,73.531,103.369,9.1,0,57.32,8.225,6.831,5.168,0,1025.566,47.258,95.949,0,65.881,47.493,0,64.923,32.953,5.551,47.788,0,225.734,0,0,105.636,16.007
"DBLa0.19_D2_PFCLINvar64",0,264.407,0,43.057,231.769,0,30.308,641.231,0,0,0,56.995,0,89.552,36.891,0,372.035,142.998,99.556,16.965,371.376,16.417,8.161,574.574,22.879,0,5.313,0,52.934,6.423,0,37.967
"DBLa0.19_D2_PFL2665c",0,75.029,369.88,82.248,174.713,12.313,80.57,61.19,168.291,433.293,39.729,159.686,1.202,23.012,0,128.54,81.209,49.06,88.712,40.434,42.5,12.902,77.47,1.003,22.563,11.065,19.999,342.408,120.708,47.732,9.264,35.482
"DBLa0.2_D2_DD2var35",239.785,212.95,549.245,12.949,172.864,17.291,53.578,53.086,3.936,20.174,102.129,3.406,7.701,23.414,7.31,0,13.184,116.728,11.282,91.768,0,125.932,52.364,10.012,0,3.146,17.2,325.651,81.314,24.521,42.7,1492.812
"DBLa0.2_D2_HB3var29",9.43,13.206,22.023,129.979,349.773,8.252,12.822,76.774,7.976,1.084,51.643,37.741,3.99,22.355,0,28.065,29.418,74.112,3.045,26.418,53.637,10.58,7.24,0,0,5.293,1.969,37.224,70.679,29.681,10.809,489.27
"DBLa0.2_D2_PF08_0106",124.197,20.44,168.239,35.454,635.381,52.727,107.707,174.626,23.128,19.263,27.6,32.115,6.488,48.67,1.118,249.303,22.586,49.516,6.949,404.136,84.357,45.506,55.396,2.004,0,0,12.361,223.933,99.208,86.063,47.633,4660.936
"DBLa0.20_D2_MAL7P1.56",25.12,187.801,863.497,49.088,237.433,85.969,158.111,102.934,5.427,1.17,95.428,120.339,2.96,88.804,27.712,9.488,86.341,142.9,458.395,40.835,60.151,45.968,18.586,0,3.743,278.721,8.101,457.367,95.393,69.898,61.313,58.42
"DBLa0.20_D2_PF10_0001",8.179,14.32,434.761,58.43,81.509,77.659,39.114,42.338,9.573,0,41.58,60.399,0,15.985,11.646,5.425,37.131,22.884,208.755,0,28.897,0,6.09,1.049,18.611,46.651,17.24,28.065,9.367,25.64,28.088,6.121
"DBLa0.20_D2_PFCLINvar07",0,189.669,203.401,72.834,282.347,20.289,60.021,6.439,198.404,0,104.727,51.243,3.027,74.703,30.372,39.954,25.481,77.436,757.898,17.886,170.427,46.763,23.974,145.889,1.375,15.844,25.812,10.971,65.96,14.748,121.819,47.858
"DBLa0.20_D2_PFCLINvar23",0.833,77.908,868.61,10.812,458.744,15.286,51.962,170.486,71.266,44.773,101.838,15.012,0,39.563,0.979,3412.476,7.2,101.433,363.998,1.9,120.437,34.295,28.842,10.1,6.12,11.034,3.035,115.217,70.553,14.905,65.837,1.436
"DBLa0.20_D2_PFL1960w",15.998,187.977,468.702,51.712,298.311,28.564,6.712,42.574,28.408,3.34,150.26,25.032,1,30.274,24.009,62.327,45.221,192.364,31.051,9.498,99.056,6.347,13.205,6.14,1.015,9.214,12.349,16.776,96.417,52.487,22.848,1560.527
"DBLa0.20_D2_RAJ116var21",79.16,125.056,361.729,38.207,67.743,10.421,24.82,72.311,68.386,1.594,13.27,81.112,0,36.391,2.743,49.322,14.264,177.792,4.122,115.1,29.265,43.001,53.249,2.284,0,923.905,7.569,51.568,77.849,41.795,19.382,20.497
"DBLa0.21_D2_DD2var36",0,55.404,3.776,2.089,0,6.016,3.132,0,0,0,6.624,0,0,12.557,0,0,0,0,0,5.28,0,8.921,2.841,0,1,2.632,0,0,180.103,0,0,9.31
"DBLa0.21_D2_DD2var38",16.043,5.609,113.249,45.652,4.34,0,15.082,327.544,0,2,4.378,1.811,0,1.265,13.308,33.709,12.55,0,15.957,4.168,2.245,13.551,122.049,2.533,0,497.483,1.842,6.28,21.084,7.001,0,50.981
"DBLa0.21_D2_MAL6P1.252",11.196,0,43.84,1.047,1.008,0,3.211,0,0,0,18.474,4.861,0,0,0,18.963,0,0,0,2.018,0,0,5.325,0,0,178.906,0,0,13.464,0,0,0
"DBLa0.21_D2_PFCLINvar28",0,36.4,124.512,13.284,54.31,6.923,1.262,96.759,184.361,0,9.909,34.835,1.005,3.197,0,2.386,11.1,4.577,7.658,31.371,1.437,28.779,4.393,2.143,0,6.076,4,228.284,140.593,2.129,5.229,2263.412
"DBLa0.21_D2_PFCLINvar58",0,41.103,36.673,46.591,17.386,0.834,0,1.579,0,0,1.122,0,0.993,2.051,2.859,0,0,1.689,3.093,0,1.968,0,0,0,13.001,107.901,0,10.596,2.177,1.596,0,122.129
"DBLa0.21_D2_PFCLINvar60",0,34.591,41.539,0,9.376,0,0,49.064,0,0,3.079,0,0,2.52,0,0,10.726,0,0,0,11.765,0,4.052,0,0,52.466,0,0,2.979,0,0,4.185
"DBLa0.22_D2_DD2var50",39.436,589.931,198.457,30.911,488.952,14.999,68.437,46.982,100.811,10.268,160.84,94.889,2.001,62.214,5.774,165.809,157.004,583.464,76.031,24.513,122.462,36.827,33.925,7.117,13.705,851.987,7.521,29.548,93.492,46.138,57.292,513.147
"DBLa0.22_D2_HB3var33",17.678,68.496,358.375,22.236,470.322,36.249,24.024,47.456,14.217,35.737,35.531,90.282,0,27.906,1.148,20.774,81.921,150.149,11.403,22.119,62.902,57.915,52.363,6.538,5.274,22.185,20.549,703.984,31.477,14.046,20.137,12.461
"DBLa0.22_D2_IGHvar18",78.082,89.231,363.233,121.255,185.499,11.593,79.581,47.441,5.852,49.286,108.015,2.584,3.083,78.133,0,1177.966,79.69,95.355,394.234,89.617,31.635,47.776,13.493,2.67,0,13.8,35.499,260.377,18.718,35.315,16.986,66.055
"DBLa0.22_D2_IGHvar36",43.904,190.017,369.044,131.588,242.999,24.317,72.38,23.198,235.624,17.048,113.047,135.479,0,32.293,20.777,632.852,102.051,157.057,47.258,119.008,16.158,52.384,47.723,3.033,0,249.743,3.139,135.11,52.845,52.169,61.692,419.937
"DBLa0.23_D2_DD2var44",12.62,12.329,26.72,36.866,265.39,9.056,15.36,72.718,7.361,1.15,53.95,10.272,0,13.114,4.988,0,3.015,390.921,345.356,5.684,0,28.634,78.25,5.229,11.219,24.064,0,853.01,42.886,17.192,24.896,1.32
"DBLa0.23_D2_HB3var25",0,49.689,5.393,25.182,2.106,0,18.291,51.65,28.045,11.86,35.164,202.963,1,10.896,4.883,0.967,11.466,3.029,52.541,0,176.468,9.223,34.717,0,0,0,72.815,414.821,33.433,5.712,0,241.525
"DBLa0.23_D2_IT4var14",0,325.509,159.28,44.789,18.524,2.42,10.131,45.935,57.853,0,50.656,69.544,0,61.486,0,18.164,44.951,175.399,17.516,1.947,2.24,0,10.517,0,0,75.645,5.271,354.952,278.104,0,0,1.109
"DBLa0.23_D2_IT4var26",0,57.564,188.249,6.343,754.804,0,29.15,29.522,27.368,0,23.063,24.239,2.232,111.678,7.893,9.208,16.627,370.343,184.189,28.082,49.373,157.908,58.463,0,1.001,40.272,5.597,6.336,229.458,25.08,64.026,4337.974
"DBLa0.23_D2_ITvar32",16.954,36.454,0,17.804,164.752,8.166,23.146,0,0,0,0,187.749,3.625,16.191,3.113,0,0,34.975,20.795,50.507,0,7.33,180.396,0,4.967,0,0,0,0,9.043,80.372,152.992
"DBLa0.24_D2_DD2var12",38.63,197.698,447.697,58.308,391.297,27.996,126.025,325.734,3.043,3.925,62.502,181.936,0,51.585,0,53.97,24.932,31.848,285.959,54.287,61.303,18.314,53.034,13.451,9.923,30.029,7.165,146.001,99.601,15.092,104.036,82.472
"DBLa0.24_D2_IGHvar06",501.203,55.545,8,127.84,116.982,15.277,20.477,118.361,3.552,2.945,110.798,299.582,3.106,23.966,25.037,31.793,138.811,198.826,55.252,65.938,73.449,218.817,233.504,5.716,6.104,73.687,4.933,139.49,53.503,7.883,54.553,24.125
"DBLa0.24_D2_PFD1015c",26.085,4.578,237.372,92.802,251.319,18.719,42.425,8.898,5.162,18.128,137.816,198.062,0,68.021,23.874,0,210.755,234.237,0,2.86,13.396,31.485,11.209,2,5.407,58.256,5.254,4.346,182.759,33.738,83.925,36.694
"DBLa0.3_D2_DD2var21",4.665,2.947,36.284,100.563,55.23,0,0.53,1.071,0.97,0.5,2.598,11.202,0,4.225,4.118,0,0.653,7.663,637.17,0,99.438,0,12.043,8.521,1.5,0.511,2.054,12.97,10.992,4.388,18.084,0
"DBLa0.3_D2_DD2var37",4.765,145.676,5.437,148.42,130.359,2.033,57.702,158.665,0,0.933,42.103,46.277,0,31.134,2.267,0,38.725,24.56,21.417,25.871,208.083,5.431,182.938,2,0,12.001,2.456,29.625,17.174,13.536,96.398,195.917
"DBLa0.3_D2_IGHvar05",33.593,155.049,152.546,77.117,8.955,5.256,61.802,31.933,1.464,6.252,65.784,0,2,27.767,13.035,5.168,10.477,21.134,6.25,30.057,36.298,6.364,100.613,1.033,6.09,6.003,0,3.088,5.637,10.656,0,25.791
"DBLa0.3_D2_IT4var11",1.112,0,42.384,85.676,50.677,3.01,33.144,8.912,4.372,0,4.521,2.11,0,0,12.177,30.336,32.279,1.014,104.582,4.694,68.107,19.088,145.911,0,10.517,2.368,17.641,282.461,0,2.467,69.682,24.937
"DBLa0.3_D2_IT4var13",4.665,2.947,36.284,0,55.23,0,0.53,1.071,0.97,0.5,2.598,11.202,0,4.225,4.118,0,0.653,7.663,490.894,0,0,0,12.043,8.521,1.5,0.511,2.054,12.97,10.992,4.388,18.084,0
"DBLa0.3_D2_IT4var29",0,0,51.633,36.325,90.408,4.571,27.617,60.303,0,0,27.417,0,0,5.956,1.602,0,7.724,33.378,33.765,0,23.918,12.763,112.933,0,0,129.076,0,43.321,32.874,8.333,65.694,490.149
"DBLa0.3_D2_PFCLINvar09",12.931,107.718,321.107,112.77,67.477,5.997,71.726,61.392,154.279,43.285,16.439,3.021,0,53.31,15.049,0,15.623,24.518,11.191,1.539,60.46,43.978,79.243,2.983,35.295,382.788,21.178,57.402,46.191,26.734,275.203,12.602
"DBLa0.3_D2_PFCLINvar36",3.778,71.928,34.724,4.469,213.933,0,12.304,71.378,19.659,1,73.463,170.384,0,37.631,0,233.863,0,59.315,0,5.298,17.827,57.106,5.564,2.297,1.677,802.868,37.055,11.688,4.292,2.154,159.894,29.971
"DBLa0.3_D2_PFCLINvar71",1.401,44.143,63.842,81.222,147.116,3.27,113.975,9.984,0,44.299,14.709,2.911,0,16.828,1.734,0,303.236,180.69,1.323,0.712,3.036,4.477,23.111,0,40.312,0,31.094,6.133,41.281,7.652,146.704,216.341
"DBLa0.3_D2_PFCLINvar74",3.221,0.629,11.178,47.879,1.074,4.97,56.874,133.719,7.009,0,2.816,1.004,1,12.395,19.624,24.74,0,7.62,459.03,0,8.671,26.92,275.026,1.037,0,2.004,0,94.938,129.984,3.004,15.494,4.825
"DBLa0.3_D2_RAJ116var32",6.33,11.282,72.045,24.424,51.636,71.804,29.584,93.742,40.83,19.001,46.679,9.121,0,70.102,9.152,0,7.164,0,263.748,8.899,83.25,60.706,21.861,1.995,84.083,3,6.215,212.313,34.029,10.961,100.339,0
"DBLa0.4_D2_DD2var15",55.607,3.321,65.134,3.049,86.938,0,27.346,0,2.323,0,119.373,0,5.186,19.175,0,0,0,44.272,183.959,3.906,459.759,0,31.181,3.379,0,3.49,0,244.33,3.593,18.334,0,0
"DBLa0.4_D2_DD2var28",6.805,13.762,428.539,0,10.141,0,34.501,47.702,2.843,3.002,21.903,0,0,0,0,213.975,0,0,0,16.008,10.58,1.428,27.947,1.228,286.008,178.983,2.05,126.307,0.973,22.744,0,155.46
"DBLa0.4_D2_HB3var21",0,38.031,415.534,16.392,56.95,2.02,7.006,162.6,25.908,1.143,17.533,1.761,0,18.187,5.273,118.601,49.793,37.952,3.039,14.697,243.281,3.944,21.385,86.891,309.303,6.639,14.179,34.35,28.995,12.178,1.541,437.538
"DBLa0.4_D2_HB3var34",0,7,13.864,0,150.634,7.978,3.988,77.926,2.002,0,3,2.848,0,0,0,232.412,8.986,0,0,0,50.058,1.518,14.474,0,0,2.03,0,6.761,1.98,0,0,0
"DBLa0.4_D2_HB3var36",3.307,21.641,161.246,17.826,4.834,8.679,0,7.716,1.257,0,13.247,6.28,0,6.392,2.876,51.387,3.382,0,0,78.322,0,20.018,23.152,1.239,0,1123.826,0,0,5.143,52.407,6.169,11.449
"DBLa0.4_D2_HB3var48",2.348,3.05,302.671,17.645,18.215,11.599,8.368,9.872,1.002,0,3.861,12.994,0,11.157,0,0,0,11.643,18.722,0,34.844,0,48.076,3,0,10.636,1.341,16.179,3.072,0,12.274,4.874
"DBLa0.4_D2_IGHvar20",1.51,32.839,81.281,7.042,127.406,0,97.934,144.46,274.286,2.141,79.693,83.342,0,67.632,0,23.568,11.54,101.36,88.401,0,47.562,7.215,38.883,0,0,3.994,0.967,4.096,73.292,45.747,3.891,56.041
"DBLa0.4_D2_IGHvar28",2.015,1.924,159.244,0,4.001,0,2.975,26.962,0,1,2.202,0,0,6.174,0,9.714,6.813,0,4.384,24.282,19.072,2.771,19.23,0,0,0,0,7.271,0,2.134,0,1270.477
"DBLa0.4_D2_IT4var16",3,17.86,34.809,9.478,16.135,0,2.299,77.531,76.29,42,14.92,0,0,11.736,7.948,35.605,5.638,33.197,68.982,10.401,59.121,109.569,2.077,0,6.201,5.934,0,1072.028,6.414,47.913,11.031,16.553
"DBLa0.4_D2_IT4var28",0,0,65.134,0,86.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.379,0,0,0,0,0,0,0,0
"DBLa0.4_D2_IT4var41",0,111.708,96.515,19.047,110.939,1.034,0,162.188,4.691,0,15.389,39.867,2.463,42.089,4.49,4.241,0,107.02,226.544,7.377,41.928,62.557,1.687,0,0,3.014,8.978,24.475,0,0.836,354.419,4.077
"DBLa0.4_D2_PFCLINvar63",0,93.368,0,0,0,0,0,33.422,52.452,0,0,0,0,0,14.731,25.868,2.081,0,0,0,5.614,0,0,0,5.355,0,0,0,0,13.22,40.511,3.492
"DBLa0.5_D2_DD2var18",269.254,46.503,209.879,8.002,89.508,11.745,28.814,206.24,9.475,0,15.169,47.561,2.2,8.525,7.541,1789.895,35.195,177.655,19.469,342.478,75.165,19.601,64.492,1.032,1.081,0.981,0,70.549,12.737,27.433,53.452,722.461
"DBLa0.5_D2_DD2var31",10.079,426.018,1487.153,55.578,232.471,7.233,23.617,0,2.609,688.588,6.311,7.281,22.321,53.976,43.306,869.965,40.316,104.882,205.627,168.095,105.285,26.536,18.132,144.916,5.242,2.991,6.121,427.568,297.498,53.1,96.004,1273.798
"DBLa0.5_D2_DD2var46",305.831,83.323,587.92,96.586,68.53,105.486,19.023,109.422,36.832,2.035,22.771,76.292,0,23.457,3.03,488.725,320.579,76.26,108.124,187.625,239.371,19.848,70.015,2.973,7.035,25.892,10.23,27.919,10.276,16.046,208.46,441.718
"DBLa0.5_D2_HB3var20",22.899,29.987,507.596,102.26,189.418,18.541,12.98,49.211,2.415,1.239,42.527,39.892,0,38.207,2.02,4.426,486.446,341.177,0,50.235,118.43,21.559,102.722,2.62,3.59,823.969,0,172.768,43.416,19.005,23.722,1413.73
"DBLa0.5_D2_IGHvar03",126.838,185.758,728.637,322.502,105.027,9.638,15.582,63.748,27.253,3.144,104.897,195.707,21.415,132.211,35.667,57.955,212.527,201.808,149.846,78.348,152.878,8.991,43.961,2.168,36.383,5.802,9.751,353.553,19.526,95.012,82.475,228.599
"DBLa0.5_D2_IGHvar07",86.896,74.758,330.474,66.558,443.219,5.268,44.836,152.72,2.151,0,69.087,77.401,2.038,75.524,16.41,0,967.679,137.484,43.61,179.791,143.067,33.401,20.764,0,2.405,22.611,32.606,14.617,25.959,26.517,21.5,335.732
"DBLa0.5_D2_IGHvar17",2.328,217.825,654.718,230.928,59.82,18.317,44.165,145.469,0.825,0,64.235,87.805,2.492,8.454,7.453,2.573,194.299,130.805,0,99.327,101.339,52.758,98.293,1.072,52.5,19.566,20.695,108.67,96.407,13.711,91.263,948.723
"DBLa0.5_D2_IGHvar29",451.396,84.631,551.105,105.671,52.827,10.294,31.267,102.743,20.189,0,60.404,66.044,0,127.734,8.699,2.507,187.958,121.907,22.793,331.409,82.076,28.347,79.878,93.721,4.565,304.852,8.35,138.397,10.889,35.108,55.094,590.388
"DBLa0.5_D2_IGHvar33",8.046,262.253,250.436,244.082,194.758,20.523,32.917,93.317,17.335,2.213,30.922,154.756,3.321,37.508,7.252,809.272,158.786,181.885,28.762,253.961,48.892,49.62,53.156,155.739,32.032,4.631,34.989,214.651,43.973,95.397,25.064,427.369
"DBLa0.5_D2_IT4var05",1.45,52.333,554.866,134.01,551.272,14.689,43.106,241.643,2.305,8.001,18.892,661.169,3.998,22.423,11.065,14.391,286.258,270.902,7.388,207.321,126.562,126.628,113.001,2.213,23.661,41.427,3.118,192.417,6.748,12.048,84.938,27.101
"DBLa0.5_D2_IT4var10",1.019,49.4,299.742,65.017,607.301,18.533,29.306,215.909,0,0,28.195,26.675,6.564,19.884,7.837,13.711,126.261,45.655,138.638,129.478,54.866,56.861,39.201,0,18.921,21.187,1,97.325,69.488,81.304,9.841,25.973
"DBLa0.5_D2_IT4var39",36.018,103.116,420.747,160.4,108.245,146.28,17.17,51.848,25.093,0,22.067,170.406,1.128,44.095,4.757,1.248,47.034,109.675,24.659,236.99,10.042,12.26,61.375,35.585,8.778,283.714,11.364,73.441,95.729,15.945,15.318,856.146
"DBLa0.5_D2_IT4var45/var61",529.114,105.346,740.046,109.254,609.445,205.658,68.808,110.677,66.284,0,46.031,1792.305,0,30.873,26.406,60.492,125.265,172.418,89.476,272.552,103.733,22.027,49.398,1.007,25.776,59.796,10.406,293.788,5.527,94.566,62.536,24.415
"DBLa0.5_D2_PFA0765c",5.389,156.365,1738.658,112.115,472.321,0,34.054,42.206,34.734,0,29.775,103.648,1.121,62.42,7.288,69.802,378.513,74.285,29.478,384.015,66.835,43.625,30.346,0,10.54,13.455,17.306,47.998,104.871,12.156,172.455,14.669
"DBLa0.5_D2_PFCLINvar55",60.39,143.697,120.179,203.099,215.114,7.165,6.73,51.098,1.014,0,8.869,866.46,1.458,52.594,16.984,46.202,351.987,363.395,153.087,554.571,46.915,35.391,86.611,175.517,2.258,31.224,57.263,120.669,104.664,11.63,153.563,609.665
"DBLa0.5_D2_PFCLINvar66",218.718,188.343,1253.438,64.777,239.172,150.6,29.573,302.334,34.383,64.654,38.155,48.939,0,56.051,6.31,8.621,218.957,171.55,41.563,43.479,309.265,8.534,42.691,7.529,65.369,3.557,20.904,167.696,272.555,265.901,47.154,2026.001
"DBLa0.5_D2_PFD0005w",62.119,180.223,1702.279,143.603,314.976,8.14,31.961,201.007,31.411,1.43,10.909,607.134,4.335,44.885,6.889,13.598,210.336,93.89,23.42,411.486,56.543,50.675,67.505,48.988,21.457,155.728,10.637,207.119,266.601,160.184,74.716,447.441
"DBLa0.5_D2_PREICHvar61",14.479,16.001,30.66,10.231,37.82,5.237,15.847,54.958,15.014,0,10.946,25.563,0,5.182,6.777,0,8.875,8.773,1.392,25.843,13.02,11.332,47.049,0,4.187,9.564,4.623,281.487,0,2.224,6.997,6.775
"DBLa0.5_D2_RAJ116var09",13.367,247.321,924.746,273.997,531.023,4.466,98.286,50.973,8.818,0,37.809,2569.471,6.906,40.676,14.687,3131.977,205.159,214.01,193.729,270.875,155.77,34.106,49.767,7.173,37.324,8.577,18.17,201.525,281.857,101.533,93.746,576.474
"DBLa0.5_D2_RAJ116var27",33.479,48.678,388.737,235.063,423.837,139.493,40.472,73.343,10.248,1.014,51.932,658.137,0,74.74,13.763,261.056,83.49,66.137,47.337,113.885,53.763,25.663,36.051,4.019,12.102,49.225,0,41.844,111.916,85.158,63.843,32.19
"DBLa0.5_D2_RAJ116var31",528.772,90.851,956.813,175.721,219.771,17.749,13.01,229.026,31.358,0,20.99,2167.051,1.171,42.383,29.792,5.297,5.013,63.287,34.651,114.921,29.807,98.903,76.731,4.733,99.292,3.563,4.496,141.884,201.366,11.168,59.25,63.561
"DBLa0.6_D2_DD2var1a",1.021,96.712,367.576,35.862,171.359,49.649,19.291,20.282,0.597,7.309,34.654,278.313,6.388,25.495,11.822,18.889,39.911,80.988,267.1,15.201,247.031,22.853,2.543,1.772,0,13.112,1.739,373.659,1.703,34.398,164.976,608.82
"DBLa0.6_D2_DD2var30",38.479,4.425,512.546,40.936,182.224,305.832,27.807,53.667,22.367,3.16,58.026,16.841,29.096,35.825,5.644,97.852,46.952,13.067,101.648,83.04,75.373,35.058,1.072,4.213,5.765,15.394,8.736,99.562,74.769,50.155,75.17,6301.211
"DBLa0.6_D2_DD2var48",5.015,146.658,442.719,95.257,96.027,22.548,58.645,49.254,96.366,2.171,58.152,79.298,1.036,36.646,4.215,90.214,148.562,362.277,288.614,17.872,37.979,75.602,76.274,0,0,9.383,4.874,155.676,372.487,30.633,12.055,158.338
"DBLa0.6_D2_HB3var10",7.878,245.225,276.798,89.56,667.014,8.095,241.253,171.958,304.816,12.108,54.882,1029.484,5.142,44.752,8.298,60.98,45.273,264.846,265.041,48.141,59.366,16.251,131.98,1.12,16.287,1.614,5.86,138.276,80.991,86.295,102.697,4144.209
"DBLa0.6_D2_HB3var17",4.923,284.046,312.486,48.974,25.263,22.744,148.992,1.009,1.063,0,49.181,16.4,4.248,13.641,17.002,1.01,2.122,18.738,65.215,15.223,59.852,4.228,37.363,0,0,818.188,3.958,100.63,23.556,9.2,171.497,293.827
"DBLa0.6_D2_IT4var27",1.021,96.712,367.576,35.862,171.359,49.649,19.291,20.282,0.597,7.309,34.654,278.313,6.388,25.495,11.822,18.889,39.911,80.988,267.1,15.201,247.031,22.853,2.543,1.772,0,13.112,1.739,373.659,1.703,34.398,164.976,608.82
"DBLa0.6_D2_MAL6P1.4",29.084,1028.498,323.669,135.422,457.292,11.361,54.76,51.703,12.208,0,42.611,392.294,2.49,19.373,0,0,146.062,546.747,1451.067,12.146,113.516,55.868,102.357,11.801,12.171,2.395,42.198,259.701,103.609,72.821,170.035,7669.434
"DBLa0.6_D2_PFCLINvar53",0,10.209,129.917,99.928,31.839,18.712,31.504,33.945,0,0,16.155,29.631,0,24.882,4.741,0,0,57.223,37.729,50.69,0,66.466,9.429,0.999,2.482,18.668,2.997,132.453,83.576,27.112,26.387,1840.376
"DBLa0.6_D2_PREICHvar28",0,128.902,120.233,0,42.203,11.272,1.149,47.333,0,0,3.155,8.203,1.959,6.298,10.289,5.352,1.092,0,0,11.289,0,14.551,0,1.038,0,11.578,4.187,28.562,29.44,10.136,111.489,11.066
"DBLa0.6_D2_PREICHvar52",0,61.704,10.132,17.522,153.013,44.664,8.541,62.4,0,1.019,10.273,0,4.002,27.777,0.985,2.119,0,29.755,10.561,0,125.379,13.268,3.097,1.085,9.164,0,1.003,58.437,13.232,24.018,1.168,1261.161
"DBLa0.6_D2_PREICHvar54",0,16.084,95.181,0,13.856,3.089,5.988,7.149,93.471,0,50.616,0,0.97,8.355,1.046,3.52,0,4.001,0,16.581,4.303,1.018,5.347,0,0,0,14.993,68.874,0,28.508,42.011,794.739
"DBLa0.6_D2_RAJ116var18",4.023,63.436,374.937,33.857,146.6,5.802,28.092,104.003,34.087,4.811,122.532,3.002,0.95,24.417,8.64,74.631,14.421,83.212,653.412,93.977,34.682,31.707,56.091,1.228,0,121.261,0,349.675,167.863,3.045,41.016,299.842
"DBLa0.7_D2_HB3var12",107.854,128.765,32.97,35.302,40.504,7.93,50.705,19.504,210.414,0,150.482,15.046,10.479,10.059,5.178,263.381,0,22.303,122.828,0,725.539,16.698,209.475,0,2.251,5.311,0,251.312,5.72,166.338,145.645,0
